"tick","run","random_seed","MeatRatio","HabitualRatio"
1.0,1,1917289244,0.5333333333333333,0.0
11.0,1,1917289244,0.6333333333333334,0.06666666666666668
21.0,1,1917289244,0.4,0.06666666666666668
31.0,1,1917289244,0.5,0.13333333333333333
41.0,1,1917289244,0.43333333333333346,0.1666666666666667
51.0,1,1917289244,0.4666666666666667,0.1
61.0,1,1917289244,0.36666666666666664,0.1
71.0,1,1917289244,0.5333333333333333,0.1
81.0,1,1917289244,0.5666666666666667,0.13333333333333333
91.0,1,1917289244,0.6333333333333332,0.16666666666666666
101.0,1,1917289244,0.6333333333333332,0.16666666666666666
111.0,1,1917289244,0.7,0.16666666666666669
121.0,1,1917289244,0.5666666666666667,0.16666666666666666
131.0,1,1917289244,0.46666666666666673,0.13333333333333336
141.0,1,1917289244,0.6666666666666666,0.2333333333333333
151.0,1,1917289244,0.5,0.1666666666666667
161.0,1,1917289244,0.4666666666666667,0.06666666666666668
171.0,1,1917289244,0.6333333333333334,0.19999999999999998
181.0,1,1917289244,0.6000000000000001,0.1
191.0,1,1917289244,0.5333333333333333,0.20000000000000004
201.0,1,1917289244,0.7666666666666667,0.1666666666666667
211.0,1,1917289244,0.5,0.13333333333333333
221.0,1,1917289244,0.5,0.19999999999999996
231.0,1,1917289244,0.5,0.13333333333333336
241.0,1,1917289244,0.5666666666666668,0.16666666666666666
251.0,1,1917289244,0.4333333333333334,0.16666666666666669
261.0,1,1917289244,0.49999999999999994,0.16666666666666669
271.0,1,1917289244,0.5,0.2666666666666668
281.0,1,1917289244,0.5666666666666667,0.2666666666666667
291.0,1,1917289244,0.4666666666666667,0.13333333333333336
301.0,1,1917289244,0.6,0.1666666666666667
311.0,1,1917289244,0.5333333333333333,0.2333333333333333
321.0,1,1917289244,0.5666666666666667,0.19999999999999998
331.0,1,1917289244,0.6333333333333333,0.16666666666666666
341.0,1,1917289244,0.5,0.13333333333333336
351.0,1,1917289244,0.4666666666666665,0.2333333333333333
361.0,1,1917289244,0.5333333333333332,0.16666666666666669
371.0,1,1917289244,0.5666666666666668,0.10000000000000002
381.0,1,1917289244,0.5333333333333333,0.20000000000000004
391.0,1,1917289244,0.7,0.2666666666666668
401.0,1,1917289244,0.4666666666666667,0.16666666666666669
411.0,1,1917289244,0.43333333333333335,0.1333333333333334
421.0,1,1917289244,0.6333333333333332,0.1666666666666667
431.0,1,1917289244,0.7,0.13333333333333333
441.0,1,1917289244,0.5,0.19999999999999996
451.0,1,1917289244,0.4999999999999999,0.1666666666666667
461.0,1,1917289244,0.6666666666666667,0.2
471.0,1,1917289244,0.6333333333333335,0.06666666666666668
481.0,1,1917289244,0.5666666666666667,0.26666666666666666
491.0,1,1917289244,0.5333333333333334,0.13333333333333333
501.0,1,1917289244,0.5333333333333334,0.1666666666666667
511.0,1,1917289244,0.5666666666666667,0.2666666666666668
521.0,1,1917289244,0.49999999999999994,0.2333333333333333
531.0,1,1917289244,0.6333333333333334,0.23333333333333336
541.0,1,1917289244,0.5666666666666668,0.16666666666666669
551.0,1,1917289244,0.6666666666666666,0.23333333333333342
561.0,1,1917289244,0.6666666666666666,0.26666666666666666
571.0,1,1917289244,0.4333333333333334,0.23333333333333342
581.0,1,1917289244,0.5666666666666667,0.13333333333333333
591.0,1,1917289244,0.5333333333333333,0.13333333333333336
601.0,1,1917289244,0.5333333333333333,0.1
611.0,1,1917289244,0.43333333333333335,0.13333333333333336
621.0,1,1917289244,0.4666666666666666,0.10000000000000002
631.0,1,1917289244,0.43333333333333335,0.13333333333333336
641.0,1,1917289244,0.6000000000000001,0.2
651.0,1,1917289244,0.7,0.20000000000000004
661.0,1,1917289244,0.5999999999999999,0.23333333333333336
671.0,1,1917289244,0.5,0.1666666666666667
681.0,1,1917289244,0.4666666666666667,0.2666666666666667
691.0,1,1917289244,0.5,0.10000000000000002
701.0,1,1917289244,0.43333333333333335,0.20000000000000004
711.0,1,1917289244,0.5333333333333334,0.10000000000000002
721.0,1,1917289244,0.6666666666666666,0.2666666666666667
731.0,1,1917289244,0.4333333333333334,0.16666666666666666
741.0,1,1917289244,0.49999999999999994,0.1666666666666667
751.0,1,1917289244,0.4999999999999999,0.23333333333333336
761.0,1,1917289244,0.6333333333333333,0.19999999999999998
771.0,1,1917289244,0.5666666666666667,0.30000000000000004
781.0,1,1917289244,0.4666666666666667,0.1333333333333334
791.0,1,1917289244,0.5000000000000002,0.2333333333333333
801.0,1,1917289244,0.3666666666666667,0.13333333333333336
811.0,1,1917289244,0.5666666666666668,0.1666666666666667
821.0,1,1917289244,0.6666666666666667,0.16666666666666666
831.0,1,1917289244,0.6,0.2
841.0,1,1917289244,0.5333333333333333,0.2666666666666667
851.0,1,1917289244,0.6333333333333334,0.13333333333333336
861.0,1,1917289244,0.6666666666666667,0.2
871.0,1,1917289244,0.4333333333333334,0.10000000000000002
881.0,1,1917289244,0.6000000000000002,0.2
891.0,1,1917289244,0.6666666666666667,0.20000000000000004
901.0,1,1917289244,0.4666666666666666,0.16666666666666669
911.0,1,1917289244,0.4666666666666666,0.16666666666666669
921.0,1,1917289244,0.7333333333333334,0.2333333333333333
931.0,1,1917289244,0.6666666666666667,0.23333333333333342
941.0,1,1917289244,0.5666666666666668,0.10000000000000005
951.0,1,1917289244,0.6333333333333333,0.2999999999999999
961.0,1,1917289244,0.5999999999999999,0.1666666666666667
971.0,1,1917289244,0.43333333333333335,0.0
981.0,1,1917289244,0.5333333333333334,0.2666666666666667
991.0,1,1917289244,0.5666666666666667,0.16666666666666666
1001.0,1,1917289244,0.4666666666666666,0.19999999999999998
1011.0,1,1917289244,0.5666666666666667,0.16666666666666666
1021.0,1,1917289244,0.6666666666666669,0.2
1031.0,1,1917289244,0.6,0.2
1041.0,1,1917289244,0.6333333333333335,0.26666666666666666
1051.0,1,1917289244,0.5999999999999999,0.19999999999999998
1061.0,1,1917289244,0.5333333333333333,0.2333333333333333
1071.0,1,1917289244,0.5666666666666667,0.13333333333333336
1081.0,1,1917289244,0.6000000000000001,0.23333333333333342
1091.0,1,1917289244,0.5333333333333334,0.1666666666666667
1101.0,1,1917289244,0.4333333333333334,0.20000000000000004
1111.0,1,1917289244,0.6666666666666666,0.1
1121.0,1,1917289244,0.5333333333333335,0.2999999999999999
1131.0,1,1917289244,0.5333333333333333,0.1333333333333334
1141.0,1,1917289244,0.5333333333333333,0.10000000000000005
1151.0,1,1917289244,0.39999999999999997,0.19999999999999998
1161.0,1,1917289244,0.5333333333333332,0.23333333333333336
1171.0,1,1917289244,0.5666666666666668,0.1666666666666667
1181.0,1,1917289244,0.6333333333333333,0.10000000000000002
1191.0,1,1917289244,0.7,0.19999999999999998
1201.0,1,1917289244,0.5666666666666668,0.1666666666666667
1211.0,1,1917289244,0.6333333333333333,0.16666666666666666
1221.0,1,1917289244,0.7666666666666664,0.1
1231.0,1,1917289244,0.39999999999999997,0.26666666666666666
1241.0,1,1917289244,0.6666666666666669,0.26666666666666666
1251.0,1,1917289244,0.5333333333333333,0.2
1261.0,1,1917289244,0.6333333333333333,0.13333333333333333
1271.0,1,1917289244,0.5333333333333332,0.16666666666666666
1281.0,1,1917289244,0.6000000000000001,0.3
1291.0,1,1917289244,0.6333333333333334,0.03333333333333335
1301.0,1,1917289244,0.5999999999999999,0.3
1311.0,1,1917289244,0.5666666666666667,0.10000000000000002
1321.0,1,1917289244,0.5333333333333333,0.16666666666666666
1331.0,1,1917289244,0.5,0.16666666666666666
1341.0,1,1917289244,0.5666666666666667,0.13333333333333333
1351.0,1,1917289244,0.4333333333333333,0.2
1361.0,1,1917289244,0.5,0.2333333333333333
1371.0,1,1917289244,0.6666666666666666,0.2666666666666667
1381.0,1,1917289244,0.5333333333333334,0.2333333333333334
1391.0,1,1917289244,0.4666666666666667,0.10000000000000005
1401.0,1,1917289244,0.36666666666666664,0.16666666666666669
1411.0,1,1917289244,0.6333333333333333,0.13333333333333336
1421.0,1,1917289244,0.46666666666666656,0.16666666666666666
1431.0,1,1917289244,0.6666666666666665,0.13333333333333333
1441.0,1,1917289244,0.6333333333333334,0.23333333333333336
1451.0,1,1917289244,0.46666666666666656,0.2333333333333333
1461.0,1,1917289244,0.4,0.2666666666666667
1471.0,1,1917289244,0.5666666666666667,0.2
1481.0,1,1917289244,0.5999999999999999,0.23333333333333342
1491.0,1,1917289244,0.4333333333333333,0.16666666666666666
1501.0,1,1917289244,0.4666666666666666,0.20000000000000004
1511.0,1,1917289244,0.7333333333333334,0.23333333333333334
1521.0,1,1917289244,0.5666666666666668,0.13333333333333333
1531.0,1,1917289244,0.6,0.16666666666666666
1541.0,1,1917289244,0.5666666666666669,0.23333333333333336
1551.0,1,1917289244,0.5,0.13333333333333333
1561.0,1,1917289244,0.6666666666666666,0.30000000000000004
1571.0,1,1917289244,0.666666666666667,0.2
1581.0,1,1917289244,0.7000000000000002,0.19999999999999998
1591.0,1,1917289244,0.6,0.16666666666666669
1601.0,1,1917289244,0.5666666666666667,0.23333333333333334
1611.0,1,1917289244,0.5666666666666668,0.16666666666666669
1621.0,1,1917289244,0.43333333333333335,0.0666666666666667
1631.0,1,1917289244,0.4333333333333333,0.10000000000000002
1641.0,1,1917289244,0.4000000000000001,0.1666666666666667
1651.0,1,1917289244,0.5,0.16666666666666669
1661.0,1,1917289244,0.4666666666666667,0.2
1671.0,1,1917289244,0.4,0.2333333333333333
1681.0,1,1917289244,0.6000000000000001,0.16666666666666669
1691.0,1,1917289244,0.5666666666666668,0.16666666666666666
1701.0,1,1917289244,0.6,0.2
1711.0,1,1917289244,0.5666666666666668,0.20000000000000004
1721.0,1,1917289244,0.4666666666666666,0.2333333333333333
1731.0,1,1917289244,0.4333333333333334,0.20000000000000004
1741.0,1,1917289244,0.7666666666666666,0.3333333333333333
1751.0,1,1917289244,0.5666666666666667,0.1333333333333334
1761.0,1,1917289244,0.5333333333333333,0.16666666666666669
1771.0,1,1917289244,0.7333333333333334,0.19999999999999998
1781.0,1,1917289244,0.33333333333333326,0.2
1791.0,1,1917289244,0.5333333333333334,0.1666666666666667
1801.0,1,1917289244,0.7000000000000002,0.2333333333333333
1811.0,1,1917289244,0.3666666666666666,0.1333333333333334
1821.0,1,1917289244,0.5333333333333334,0.23333333333333342
1831.0,1,1917289244,0.5333333333333334,0.23333333333333342
1841.0,1,1917289244,0.5000000000000001,0.19999999999999998
1851.0,1,1917289244,0.6666666666666669,0.19999999999999998
1861.0,1,1917289244,0.36666666666666664,0.13333333333333336
1871.0,1,1917289244,0.6666666666666667,0.23333333333333336
1881.0,1,1917289244,0.5666666666666667,0.10000000000000002
1891.0,1,1917289244,0.5333333333333333,0.2
1901.0,1,1917289244,0.5,0.2333333333333333
1911.0,1,1917289244,0.43333333333333346,0.13333333333333336
1921.0,1,1917289244,0.29999999999999993,0.13333333333333333
1931.0,1,1917289244,0.46666666666666673,0.16666666666666666
1941.0,1,1917289244,0.5333333333333333,0.1666666666666667
1951.0,1,1917289244,0.6333333333333334,0.2666666666666667
1961.0,1,1917289244,0.6,0.1666666666666667
1971.0,1,1917289244,0.6000000000000002,0.2
1981.0,1,1917289244,0.5333333333333333,0.2666666666666667
1991.0,1,1917289244,0.6333333333333333,0.23333333333333336
2001.0,1,1917289244,0.5666666666666667,0.1
2011.0,1,1917289244,0.5666666666666668,0.13333333333333333
2021.0,1,1917289244,0.5666666666666668,0.1
2031.0,1,1917289244,0.5666666666666669,0.2333333333333334
2041.0,1,1917289244,0.4,0.1666666666666667
2051.0,1,1917289244,0.5333333333333333,0.10000000000000005
2061.0,1,1917289244,0.6,0.2333333333333333
2071.0,1,1917289244,0.5666666666666668,0.1
2081.0,1,1917289244,0.6666666666666666,0.1666666666666667
2091.0,1,1917289244,0.6333333333333333,0.26666666666666666
2101.0,1,1917289244,0.6666666666666665,0.1666666666666667
2111.0,1,1917289244,0.5999999999999999,0.13333333333333336
2121.0,1,1917289244,0.5,0.2
2131.0,1,1917289244,0.5666666666666667,0.23333333333333334
2141.0,1,1917289244,0.4000000000000001,0.13333333333333336
2151.0,1,1917289244,0.5333333333333333,0.16666666666666663
2161.0,1,1917289244,0.43333333333333335,0.1666666666666667
2171.0,1,1917289244,0.6333333333333334,0.13333333333333333
2181.0,1,1917289244,0.5666666666666669,0.30000000000000004
2191.0,1,1917289244,0.5666666666666667,0.16666666666666666
2201.0,1,1917289244,0.7000000000000002,0.16666666666666666
2211.0,1,1917289244,0.4666666666666667,0.2
2221.0,1,1917289244,0.6000000000000001,0.16666666666666669
2231.0,1,1917289244,0.3666666666666666,0.1
2241.0,1,1917289244,0.46666666666666656,0.10000000000000002
2251.0,1,1917289244,0.6666666666666665,0.19999999999999996
2261.0,1,1917289244,0.5333333333333333,0.16666666666666666
2271.0,1,1917289244,0.43333333333333335,0.23333333333333334
2281.0,1,1917289244,0.6333333333333333,0.2666666666666668
2291.0,1,1917289244,0.4666666666666667,0.23333333333333336
2301.0,1,1917289244,0.5333333333333333,0.16666666666666666
2311.0,1,1917289244,0.7666666666666666,0.16666666666666666
2321.0,1,1917289244,0.5,0.13333333333333333
2331.0,1,1917289244,0.5333333333333333,0.26666666666666666
2341.0,1,1917289244,0.6000000000000001,0.2333333333333333
2351.0,1,1917289244,0.5333333333333333,0.2666666666666668
2361.0,1,1917289244,0.5333333333333333,0.13333333333333336
2371.0,1,1917289244,0.6333333333333333,0.16666666666666666
2381.0,1,1917289244,0.4333333333333334,0.2333333333333334
2391.0,1,1917289244,0.5000000000000001,0.23333333333333334
2401.0,1,1917289244,0.6,0.16666666666666666
2411.0,1,1917289244,0.6333333333333334,0.1666666666666667
2421.0,1,1917289244,0.4666666666666666,0.13333333333333333
2431.0,1,1917289244,0.6333333333333334,0.19999999999999998
2441.0,1,1917289244,0.6,0.16666666666666666
2451.0,1,1917289244,0.5,0.16666666666666669
2461.0,1,1917289244,0.5666666666666669,0.23333333333333336
2471.0,1,1917289244,0.4666666666666667,0.16666666666666666
2481.0,1,1917289244,0.7,0.2333333333333334
2491.0,1,1917289244,0.5333333333333333,0.2666666666666668
2501.0,1,1917289244,0.5999999999999999,0.16666666666666666
2511.0,1,1917289244,0.6333333333333333,0.23333333333333334
2521.0,1,1917289244,0.7666666666666665,0.16666666666666666
2531.0,1,1917289244,0.7000000000000001,0.2333333333333333
2541.0,1,1917289244,0.6666666666666669,0.16666666666666669
2551.0,1,1917289244,0.5333333333333332,0.23333333333333336
2561.0,1,1917289244,0.5,0.16666666666666663
2571.0,1,1917289244,0.5000000000000002,0.2333333333333334
2581.0,1,1917289244,0.4333333333333333,0.16666666666666669
2591.0,1,1917289244,0.6666666666666667,0.2
2601.0,1,1917289244,0.6333333333333334,0.19999999999999998
2611.0,1,1917289244,0.6333333333333333,0.2333333333333333
2621.0,1,1917289244,0.5666666666666667,0.13333333333333336
2631.0,1,1917289244,0.5,0.10000000000000002
2641.0,1,1917289244,0.5999999999999999,0.23333333333333336
2651.0,1,1917289244,0.4666666666666666,0.2
2661.0,1,1917289244,0.5666666666666667,0.06666666666666667
2671.0,1,1917289244,0.5,0.23333333333333342
2681.0,1,1917289244,0.5999999999999999,0.16666666666666666
2691.0,1,1917289244,0.5666666666666668,0.20000000000000004
2701.0,1,1917289244,0.36666666666666675,0.13333333333333336
2711.0,1,1917289244,0.6,0.16666666666666669
2721.0,1,1917289244,0.6333333333333334,0.30000000000000004
2731.0,1,1917289244,0.6333333333333334,0.2333333333333333
2741.0,1,1917289244,0.5666666666666667,0.2
2751.0,1,1917289244,0.5333333333333334,0.16666666666666666
2761.0,1,1917289244,0.6,0.16666666666666669
2771.0,1,1917289244,0.6666666666666666,0.16666666666666666
2781.0,1,1917289244,0.5,0.16666666666666669
2791.0,1,1917289244,0.5,0.1
2801.0,1,1917289244,0.6333333333333334,0.13333333333333336
2811.0,1,1917289244,0.6666666666666667,0.10000000000000005
2821.0,1,1917289244,0.4666666666666666,0.2
2831.0,1,1917289244,0.4333333333333333,0.13333333333333333
2841.0,1,1917289244,0.6333333333333334,0.1
2851.0,1,1917289244,0.6000000000000001,0.23333333333333336
2861.0,1,1917289244,0.5666666666666667,0.2
2871.0,1,1917289244,0.6,0.2666666666666668
2881.0,1,1917289244,0.5,0.16666666666666666
2891.0,1,1917289244,0.6666666666666667,0.23333333333333336
2901.0,1,1917289244,0.6000000000000001,0.23333333333333336
2911.0,1,1917289244,0.6000000000000001,0.19999999999999998
2921.0,1,1917289244,0.7333333333333333,0.2
2931.0,1,1917289244,0.6666666666666666,0.23333333333333342
2941.0,1,1917289244,0.5333333333333333,0.13333333333333336
2951.0,1,1917289244,0.5333333333333334,0.16666666666666663
2961.0,1,1917289244,0.7000000000000001,0.23333333333333336
2971.0,1,1917289244,0.5333333333333333,0.13333333333333333
2981.0,1,1917289244,0.5333333333333333,0.2
2991.0,1,1917289244,0.6333333333333332,0.20000000000000004
3001.0,1,1917289244,0.5333333333333333,0.10000000000000005
3011.0,1,1917289244,0.5000000000000001,0.13333333333333336
3021.0,1,1917289244,0.4666666666666667,0.19999999999999998
3031.0,1,1917289244,0.43333333333333335,0.19999999999999998
3041.0,1,1917289244,0.4333333333333333,0.13333333333333336
3051.0,1,1917289244,0.6333333333333334,0.26666666666666666
3061.0,1,1917289244,0.5333333333333334,0.23333333333333336
3071.0,1,1917289244,0.43333333333333335,0.06666666666666667
3081.0,1,1917289244,0.5333333333333334,0.16666666666666669
3091.0,1,1917289244,0.6333333333333332,0.2
3101.0,1,1917289244,0.6000000000000001,0.23333333333333336
3111.0,1,1917289244,0.5999999999999999,0.2
3121.0,1,1917289244,0.6333333333333334,0.2
3131.0,1,1917289244,0.6333333333333334,0.1333333333333334
3141.0,1,1917289244,0.49999999999999994,0.23333333333333336
3151.0,1,1917289244,0.5666666666666667,0.2
3161.0,1,1917289244,0.43333333333333346,0.20000000000000004
3171.0,1,1917289244,0.6000000000000001,0.23333333333333336
3181.0,1,1917289244,0.6333333333333334,0.23333333333333342
3191.0,1,1917289244,0.6333333333333334,0.2333333333333333
3201.0,1,1917289244,0.6000000000000002,0.23333333333333336
3211.0,1,1917289244,0.4666666666666667,0.2333333333333333
3221.0,1,1917289244,0.6000000000000001,0.2666666666666667
3231.0,1,1917289244,0.6333333333333333,0.2333333333333333
3241.0,1,1917289244,0.4666666666666667,0.2666666666666668
3251.0,1,1917289244,0.6,0.2333333333333333
3261.0,1,1917289244,0.5333333333333333,0.19999999999999998
3271.0,1,1917289244,0.5666666666666667,0.1333333333333334
3281.0,1,1917289244,0.46666666666666656,0.2666666666666668
3291.0,1,1917289244,0.6666666666666665,0.23333333333333334
3301.0,1,1917289244,0.5666666666666669,0.19999999999999998
3311.0,1,1917289244,0.6,0.16666666666666666
3321.0,1,1917289244,0.6333333333333335,0.2333333333333334
3331.0,1,1917289244,0.46666666666666684,0.20000000000000004
3341.0,1,1917289244,0.6333333333333334,0.13333333333333336
3351.0,1,1917289244,0.6333333333333333,0.2333333333333334
3361.0,1,1917289244,0.4666666666666667,0.2
3371.0,1,1917289244,0.6333333333333335,0.16666666666666666
3381.0,1,1917289244,0.6333333333333334,0.29999999999999993
3391.0,1,1917289244,0.6,0.19999999999999998
3401.0,1,1917289244,0.4666666666666667,0.13333333333333336
3411.0,1,1917289244,0.5000000000000001,0.16666666666666666
3421.0,1,1917289244,0.5000000000000001,0.06666666666666668
3431.0,1,1917289244,0.6333333333333335,0.19999999999999998
3441.0,1,1917289244,0.4666666666666667,0.06666666666666668
3451.0,1,1917289244,0.5,0.1333333333333334
3461.0,1,1917289244,0.6000000000000001,0.16666666666666663
3471.0,1,1917289244,0.6000000000000001,0.1
3481.0,1,1917289244,0.4333333333333333,0.2666666666666668
3491.0,1,1917289244,0.5,0.13333333333333333
3501.0,1,1917289244,0.5,0.2
3511.0,1,1917289244,0.5666666666666667,0.1666666666666667
3521.0,1,1917289244,0.4333333333333334,0.16666666666666666
3531.0,1,1917289244,0.5333333333333333,0.2333333333333333
3541.0,1,1917289244,0.6666666666666667,0.30000000000000004
3551.0,1,1917289244,0.4333333333333333,0.20000000000000004
3561.0,1,1917289244,0.5,0.23333333333333336
3571.0,1,1917289244,0.43333333333333335,0.19999999999999998
3581.0,1,1917289244,0.6333333333333334,0.16666666666666669
3591.0,1,1917289244,0.46666666666666656,0.16666666666666669
3601.0,1,1917289244,0.6000000000000001,0.19999999999999998
3611.0,1,1917289244,0.6333333333333334,0.2333333333333333
3621.0,1,1917289244,0.5000000000000002,0.23333333333333336
3631.0,1,1917289244,0.6333333333333333,0.23333333333333342
3641.0,1,1917289244,0.5999999999999999,0.23333333333333342
3651.0,1,1917289244,0.5333333333333333,0.19999999999999998
3661.0,1,1917289244,0.6,0.23333333333333336
3671.0,1,1917289244,0.6000000000000001,0.1
3681.0,1,1917289244,0.6333333333333333,0.2333333333333333
3691.0,1,1917289244,0.4333333333333333,0.23333333333333342
3701.0,1,1917289244,0.5666666666666667,0.20000000000000004
3711.0,1,1917289244,0.7000000000000001,0.1333333333333334
3721.0,1,1917289244,0.5666666666666667,0.23333333333333336
3731.0,1,1917289244,0.4666666666666668,0.2666666666666668
3741.0,1,1917289244,0.3666666666666667,0.06666666666666668
3751.0,1,1917289244,0.5666666666666668,0.13333333333333336
3761.0,1,1917289244,0.6999999999999998,0.23333333333333334
3771.0,1,1917289244,0.6333333333333333,0.16666666666666666
3781.0,1,1917289244,0.6000000000000001,0.1333333333333333
3791.0,1,1917289244,0.43333333333333335,0.10000000000000002
3801.0,1,1917289244,0.6333333333333332,0.2000000000000001
3811.0,1,1917289244,0.6000000000000001,0.19999999999999998
3821.0,1,1917289244,0.5666666666666667,0.16666666666666666
3831.0,1,1917289244,0.3333333333333334,0.13333333333333333
3841.0,1,1917289244,0.5666666666666667,0.2333333333333333
3851.0,1,1917289244,0.6000000000000001,0.2
3861.0,1,1917289244,0.4666666666666666,0.19999999999999998
3871.0,1,1917289244,0.7333333333333334,0.19999999999999998
3881.0,1,1917289244,0.5,0.1333333333333334
3891.0,1,1917289244,0.46666666666666673,0.1
3901.0,1,1917289244,0.5333333333333334,0.1666666666666667
3911.0,1,1917289244,0.5333333333333333,0.23333333333333342
3921.0,1,1917289244,0.5000000000000001,0.2
3931.0,1,1917289244,0.5,0.16666666666666666
3941.0,1,1917289244,0.43333333333333335,0.16666666666666666
3951.0,1,1917289244,0.5666666666666667,0.16666666666666669
3961.0,1,1917289244,0.5666666666666667,0.23333333333333336
3971.0,1,1917289244,0.5333333333333333,0.16666666666666666
3981.0,1,1917289244,0.6999999999999998,0.2
3991.0,1,1917289244,0.43333333333333335,0.1666666666666667
4001.0,1,1917289244,0.5333333333333333,0.16666666666666666
4011.0,1,1917289244,0.6666666666666669,0.10000000000000002
4021.0,1,1917289244,0.5333333333333335,0.23333333333333342
4031.0,1,1917289244,0.6,0.2333333333333333
4041.0,1,1917289244,0.5666666666666668,0.16666666666666669
4051.0,1,1917289244,0.4666666666666667,0.2
4061.0,1,1917289244,0.39999999999999997,0.1666666666666667
4071.0,1,1917289244,0.46666666666666656,0.19999999999999998
4081.0,1,1917289244,0.6,0.19999999999999998
4091.0,1,1917289244,0.5333333333333335,0.16666666666666666
4101.0,1,1917289244,0.5333333333333333,0.16666666666666669
4111.0,1,1917289244,0.6000000000000001,0.16666666666666666
4121.0,1,1917289244,0.5666666666666667,0.19999999999999998
4131.0,1,1917289244,0.7333333333333333,0.16666666666666666
4141.0,1,1917289244,0.5666666666666668,0.23333333333333336
4151.0,1,1917289244,0.5666666666666669,0.2333333333333333
4161.0,1,1917289244,0.6333333333333333,0.2666666666666667
4171.0,1,1917289244,0.5666666666666669,0.1333333333333334
4181.0,1,1917289244,0.5333333333333333,0.19999999999999998
4191.0,1,1917289244,0.5000000000000001,0.16666666666666669
4201.0,1,1917289244,0.6666666666666665,0.2
4211.0,1,1917289244,0.6333333333333332,0.19999999999999998
