"run","random_seed","tick","MeatMean","HabitualMean"
1,1914114331,1.0,0.5333333333333333,0.0
1,1914114331,11.0,0.4333333333333334,0.06666666666666667
1,1914114331,21.0,0.40000000000000013,0.13333333333333336
1,1914114331,31.0,0.5333333333333333,0.1
1,1914114331,41.0,0.4333333333333334,0.16666666666666666
1,1914114331,51.0,0.5666666666666667,0.1333333333333334
1,1914114331,61.0,0.46666666666666684,0.10000000000000003
1,1914114331,71.0,0.5,0.1
1,1914114331,81.0,0.6666666666666667,0.13333333333333336
1,1914114331,91.0,0.4999999999999999,0.1
1,1914114331,101.0,0.43333333333333335,0.13333333333333333
1,1914114331,111.0,0.4666666666666667,0.2
1,1914114331,121.0,0.43333333333333357,0.1
1,1914114331,131.0,0.4666666666666666,0.19999999999999998
1,1914114331,141.0,0.36666666666666675,0.06666666666666667
1,1914114331,151.0,0.5666666666666667,0.19999999999999998
1,1914114331,161.0,0.5333333333333334,0.13333333333333336
1,1914114331,171.0,0.5666666666666667,0.1666666666666667
1,1914114331,181.0,0.5,0.06666666666666667
1,1914114331,191.0,0.30000000000000004,0.20000000000000004
1,1914114331,201.0,0.4666666666666667,0.06666666666666667
1,1914114331,211.0,0.5333333333333333,0.0666666666666667
1,1914114331,221.0,0.7,0.13333333333333333
1,1914114331,231.0,0.43333333333333335,0.06666666666666667
1,1914114331,241.0,0.4666666666666666,0.2333333333333334
1,1914114331,251.0,0.4666666666666667,0.2
1,1914114331,261.0,0.5666666666666667,0.06666666666666667
1,1914114331,271.0,0.4333333333333333,0.13333333333333336
1,1914114331,281.0,0.4666666666666667,0.10000000000000003
1,1914114331,291.0,0.4666666666666666,0.0666666666666667
1,1914114331,301.0,0.5666666666666668,0.20000000000000004
1,1914114331,311.0,0.43333333333333335,0.13333333333333336
1,1914114331,321.0,0.33333333333333337,0.1
1,1914114331,331.0,0.4,0.10000000000000002
1,1914114331,341.0,0.5666666666666667,0.13333333333333333
1,1914114331,351.0,0.5666666666666667,0.10000000000000002
1,1914114331,361.0,0.4666666666666667,0.13333333333333333
1,1914114331,371.0,0.4,0.2
1,1914114331,381.0,0.6000000000000001,0.20000000000000004
1,1914114331,391.0,0.36666666666666664,0.13333333333333336
1,1914114331,401.0,0.5333333333333334,0.06666666666666668
1,1914114331,411.0,0.36666666666666664,0.16666666666666669
1,1914114331,421.0,0.5666666666666668,0.1333333333333334
1,1914114331,431.0,0.6,0.13333333333333333
1,1914114331,441.0,0.7,0.06666666666666668
1,1914114331,451.0,0.46666666666666673,0.16666666666666666
1,1914114331,461.0,0.4,0.1666666666666667
1,1914114331,471.0,0.4666666666666667,0.1666666666666667
1,1914114331,481.0,0.2666666666666668,0.06666666666666668
1,1914114331,491.0,0.5333333333333334,0.13333333333333336
