"tick","ID","dataNeedSelfEnhancement","dataNeedSelfTranscendence","random_seed","dataThresholdSelfEnhancement","dataThresholdSelfTranscendence","dataSatisfactionSelfEnhancement","dataSatisfactionSelfTranscendence"
1.0,7,0.6028350235364529,0.721353218063176,517535975,0.5782100968062878,0.54759840387851,0.9591514663734927,0.7591265834355111
1.0,10,0.5131519136473903,5.5051918134706,517535975,0.7359524774365127,1.1614154763519764,1.4341805182124268,0.21096730426542454
1.0,8,0.6341467490338007,0.5168627352487508,517535975,0.8946223142556846,0.810479715000838,1.4107496657812248,1.5680753510132204
1.0,6,2.5595353042393914,2.5093327153247267,517535975,1.5539855603128672,1.9442460220307112,0.607135817872479,0.7748059913127586
1.0,16,0.9168289059633166,2.892416734931479,517535975,1.770820839330554,1.5658015003427863,1.931462705650564,0.5413471307342163
1.0,9,0.562637769189378,0.5899658650206877,517535975,1.121756870765239,1.7962696300819516,1.9937461226277315,3.044700950654092
1.0,12,3.13438283355073,0.7623901570744395,517535975,1.7140222545713186,0.9584061070345342,0.5468452150210441,1.2571071362099915
1.0,22,0.5521732039009062,0.5401804099154913,517535975,1.5873815487138927,1.6957940179854631,2.874789173939644,3.1393104726821957
1.0,18,0.8520995262269142,0.5797137135278438,517535975,1.442064059432596,1.6480356100946665,1.6923657566364778,2.842843927333644
1.0,3,3.274680676215046,0.8938670327234551,517535975,1.0141098876483738,1.1469690329395235,0.30968206915994817,1.2831539713965188
1.0,11,0.6540131610479197,9.069122965563427,517535975,0.01919387187808752,0.667245025280863,0.029347837354424706,0.07357326919201276
1.0,19,5.921182455636403,19.8187913361409,517535975,1.0327476300299168,0.8262606970965862,0.1744157755258562,0.04169077130298275
1.0,28,0.6813697678672492,0.5587631956448162,517535975,0.5031886287033558,0.29082243563607335,0.7384956780198555,0.5204752888215238
1.0,1,1.5576941035119465,0.6939633723598301,517535975,0.3201577612198889,1.1436104699969292,0.2055331406198865,1.647940677485714
1.0,25,1.280806483247519,0.9368851651396649,517535975,1.507697471883148,0.8590727848932147,1.1771469707588775,0.9169456587191768
1.0,2,0.965395549897575,0.8956556754781405,517535975,1.2703926833346486,0.7382662133313715,1.3159297072266727,0.824274588487649
1.0,29,0.7444001289313119,0.6129663567040473,517535975,1.3523064204491675,1.5001521054655313,1.8166391539864295,2.4473645071353163
1.0,13,9.570239580131494,3.5045481722519614,517535975,1.0144641678780317,1.3309308867901564,0.10600196153752851,0.3797724617764131
1.0,17,0.5827510569494294,0.7985309601302325,517535975,1.025268395897001,1.3959827893413603,1.7593591357243525,1.748188685274882
1.0,14,0.5858084678056975,0.909607287285883,517535975,0.673971931450069,0.28267680620774627,1.1504987867017549,0.31076796564724857
1.0,21,1.6862991386892958,0.5808129130672265,517535975,0.6188758639618754,1.265122686047107,0.36700241953684865,2.1781931110417214
1.0,0,0.6764848216164491,1.1268436459982805,517535975,0.15343825705349445,1.2249946231022477,0.22681699891929033,1.0871025696000747
1.0,5,2.1381052806678866,0.6575503925327977,517535975,0.6970828068442643,0.6351678147912025,0.3260282892274202,0.9659606655310776
1.0,20,40.01805576299384,1.0520417941863465,517535975,1.0345906801521778,0.25575292436406016,0.025853097068971095,0.24310148682055027
1.0,24,37.27045183220109,1.2226301099413284,517535975,1.8920082706026733,1.771066960413009,0.05076429658327908,1.4485713594097556
