"tick","ID","dataNeedSelfEnhancement","dataNeedSelfTranscendence"
1.0,16,0.9534714671849845,1.9739375368615801
1.0,27,0.8459718218818776,1.927538935583588
1.0,23,0.7519666243867109,0.666520645355419
1.0,19,12.987993597748934,0.7537228710078959
1.0,22,0.9737160603021875,0.7815121273051067
1.0,28,0.5423858468200138,0.7136650872175192
1.0,3,0.5125024357767921,0.8024533935412154
1.0,26,1.2642664425383328,1.0743941587184123
1.0,9,1.1443345240732716,3.269368322096615
1.0,15,0.9202206903055054,0.4416759637544653
1.0,18,1.1458535093662285,0.7874968504505572
1.0,10,1.4210164631297306,3.608493874513539
1.0,25,0.6352484293589946,0.5389302079104094
1.0,8,0.6427909436952307,0.5147127503929615
1.0,20,0.7075811563019007,1.7797805242594646
1.0,29,0.6096783216064414,0.6641033676563395
1.0,0,0.7753271919685722,3.5690591035762185
1.0,4,0.8931125431295521,1.1288931045655977
1.0,17,0.973305932013686,10.882921189927284
1.0,2,1.4827117829903582,3.747554963412689
1.0,14,0.6701316571500909,9.250665659233261
1.0,5,5.974716929578125,1.4468076318791276
1.0,24,0.727389801040072,3.87909329995295
1.0,11,2.1070931368332824,0.8789729560111229
1.0,12,4.732482548265678,1.6535389445086068
1.0,6,8.221421721051263,1.8925049126658389
1.0,7,0.9545693320464885,1.0014929323559327
1.0,21,1.7517361266046272,0.503464799702759
1.0,1,2.7378605859404086,1.2939217513651424
1.0,13,2.673177949595569,0.5739109857372647
2.0,16,1.0291878553831864,1.700075678346005
2.0,27,0.9323680686293283,1.6997581127244805
2.0,23,0.6792114157076498,0.8215476957677964
2.0,19,5.023327088758056,0.791910619110299
2.0,22,0.859634769781933,0.822722370020149
2.0,28,0.5636335958963486,0.5963399485137985
2.0,3,0.48634593628490397,0.923709815322097
2.0,26,1.1790646644499523,1.1420105287748483
2.0,9,1.2412871941571446,2.196049501428723
2.0,15,0.6916147795943933,0.5018851384035545
2.0,18,1.299241703104392,0.6484858385539064
2.0,10,3.5740313435288047,2.9387209250931083
2.0,25,0.5683226957206846,0.5806650559350525
2.0,8,0.6192703781245361,0.6059875092542298
2.0,20,0.6555130204019695,1.9579977995351001
2.0,29,0.6343820307059364,0.6295808733406981
2.0,0,0.858206387698237,2.8473649518328346
2.0,4,1.0004875511961764,1.0511231500839966
2.0,17,1.033850659036108,6.660210405075022
2.0,2,1.8060154120003085,2.5634820206334776
2.0,14,0.6964191404485676,4.882997735977042
2.0,5,2.5847302051909864,1.6175221309989787
2.0,24,0.7562441485516415,1.9467431211546427
